Symbol,Name,MarketCap,IPOyear,Sector,Industry,Date
BANX,StoneCastle Financial Corp,134448172.5,n/a,n/a,n/a,31/10/17
SSKN,"Strata Skin Sciences, Inc.",3344953.05,n/a,Health Care,Medical/Dental Instruments,31/10/17
SSYS,"Stratasys, Ltd.",1167016320,1994,Technology,Computer peripheral equipment,31/10/17
STRT,Strattec Security Corporation,178143155.1,n/a,Capital Goods,Auto Parts:O.E.M.,31/10/17
STRS,Stratus Properties Inc.,242576084.7,n/a,Consumer Services,Homebuilding,31/10/17
STRA,"Strayer Education, Inc.",1024387895,1996,Consumer Services,Other Consumer Services,31/10/17
STRM,"Streamline Health Solutions, Inc.",32981388,n/a,Technology,EDP Services,31/10/17
SBBP,Strongbridge Biopharma plc,215769372.6,2015,Health Care,Major Pharmaceuticals,31/10/17
STB,Student Transportation Inc,563598343.4,n/a,Transportation,Other Transportation,31/10/17
SCMP,"Sucampo Pharmaceuticals, Inc.",450395069.9,2007,Health Care,Major Pharmaceuticals,31/10/17
SUMR,"Summer Infant, Inc.",31601827,n/a,Consumer Durables,Miscellaneous manufacturing industries,31/10/17
SMMF,"Summit Financial Group, Inc.",343594218.1,n/a,Finance,Major Banks,31/10/17
SSBI,Summit State Bank,76845525,2006,n/a,n/a,31/10/17
SMMT,Summit Therapeutics plc,47660281.68,2015,Health Care,Major Pharmaceuticals,31/10/17
SNBC,"Sun Bancorp, Inc.",503071881.2,n/a,Finance,Commercial Banks,31/10/17
SNHY,Sun Hydraulics Corporation,1532601993,1997,Capital Goods,Metal Fabrications,31/10/17
SNDE,Sundance Energy Australia Limited,2936121.352,n/a,Energy,Oil & Gas Production,31/10/17
SNSS,"Sunesis Pharmaceuticals, Inc.",49612839.34,2005,Health Care,Major Pharmaceuticals,31/10/17
STKL,"SunOpta, Inc.",801770584.3,n/a,Consumer Services,Farming/Seeds/Milling,31/10/17
SPWR,SunPower Corporation,980623796.8,2005,Technology,Semiconductors,31/10/17
RUN,Sunrun Inc.,597171359.4,2015,Capital Goods,Industrial Specialties,31/10/17
SBCP,"Sunshine Bancorp, Inc.",194963879.3,2014,Finance,Savings Institutions,31/10/17
SUNW,"Sunworks, Inc.",32560712.8,n/a,Public Utilities,Telecommunications Equipment,31/10/17
SMCI,"Super Micro Computer, Inc.",996989011.2,2007,Technology,Computer Manufacturing,31/10/17
SPCB,"SuperCom, Ltd.",40781665.47,n/a,Technology,Semiconductors,31/10/17
SCON,Superconductor Technologies Inc.,11582201.88,1993,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
SGC,"Superior Uniform Group, Inc.",350104742.4,n/a,Consumer Non-Durables,Apparel,31/10/17
SUPN,"Supernus Pharmaceuticals, Inc.",2091338288,2012,Health Care,Major Pharmaceuticals,31/10/17
SPRT,"support.com, Inc.",43022788,2000,Technology,EDP Services,31/10/17
SGRY,"Surgery Partners, Inc.",446986157.8,2015,Health Care,Hospital/Nursing Management,31/10/17
SRDX,"Surmodics, Inc.",396576320.3,1998,Health Care,Medical/Dental Instruments,31/10/17
SBBX,Sussex Bancorp,153722581,n/a,Finance,Major Banks,31/10/17
SIVB,SVB Financial Group,11418079757,n/a,Finance,Major Banks,31/10/17
SIVBO,SVB Financial Group,0,n/a,Finance,Major Banks,31/10/17
SYKE,"Sykes Enterprises, Incorporated",1243827018,1996,Technology,EDP Services,31/10/17
SYMC,Symantec Corporation,19720586322,1989,Technology,Computer Software: Prepackaged Software,31/10/17
SYNC,"Synacor, Inc.",92804184,2012,Technology,"Computer Software: Programming, Data Processing",31/10/17
SYNL,Synalloy Corporation,128138327.1,n/a,Basic Industries,Steel/Iron Ore,31/10/17
SYNA,Synaptics Incorporated,1242458540,2002,Technology,Semiconductors,31/10/17
SNCR,"Synchronoss Technologies, Inc.",545945569.1,2006,Technology,EDP Services,31/10/17
SNDX,"Syndax Pharmaceuticals, Inc.",265923726.1,2016,Health Care,Major Pharmaceuticals,31/10/17
SGYP,"Synergy Pharmaceuticals, Inc.",607378340.7,n/a,Health Care,Major Pharmaceuticals,31/10/17
SYBX,"Synlogic, Inc.",240166816,2015,n/a,n/a,31/10/17
SNPS,"Synopsys, Inc.",13100093737,1992,Technology,Computer Software: Prepackaged Software,31/10/17
SYNT,"Syntel, Inc.",1909475937,1997,Technology,EDP Services,31/10/17
SYMX,"Synthesis Energy Systems, Inc.",38501894.2,n/a,Basic Industries,Major Chemicals,31/10/17
SYPR,"Sypris Solutions, Inc.",30856430.88,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
SYRS,"Syros Pharmaceuticals, Inc.",404669728.2,2016,Health Care,Major Pharmaceuticals,31/10/17
TROW,"T. Rowe Price Group, Inc.",22588841175,1986,Finance,Investment Bankers/Brokers/Service,31/10/17
TTOO,"T2 Biosystems, Inc.",141750453.2,2014,Health Care,Medical/Dental Instruments,31/10/17
TRHC,"Tabula Rasa HealthCare, Inc.",470228152.3,2016,Miscellaneous,Business Services,31/10/17
TCMD,"Tactile Systems Technology, Inc.",535936222.4,2016,Health Care,Medical/Dental Instruments,31/10/17
TAIT,Taitron Components Incorporated,8801938.26,1995,Consumer Non-Durables,Electronic Components,31/10/17
TTWO,"Take-Two Interactive Software, Inc.",11487959462,1997,Technology,Computer Software: Prepackaged Software,31/10/17
TLND,Talend S.A.,753074148.3,2016,Technology,Computer Software: Prepackaged Software,31/10/17
TNDM,"Tandem Diabetes Care, Inc.",25798423.95,2013,Health Care,Medical/Dental Instruments,31/10/17
TLF,"Tandy Leather Factory, Inc.",73698717.47,n/a,Consumer Non-Durables,Apparel,31/10/17
TANH,Tantech Holdings Ltd.,71855985.8,2015,Basic Industries,Major Chemicals,31/10/17
TPIV,TapImmune Inc.,30172209.21,n/a,Health Care,Major Pharmaceuticals,31/10/17
TEDU,"Tarena International, Inc.",465387505,2014,Consumer Services,Other Consumer Services,31/10/17
TATT,TAT Technologies Ltd.,95347195.2,n/a,Capital Goods,Aerospace,31/10/17
TAYD,"Taylor Devices, Inc.",43399296.48,n/a,Capital Goods,Industrial Machinery/Components,31/10/17
CGBD,"TCG BDC, Inc.",1147500180,2017,n/a,n/a,31/10/17
TCPC,TCP Capital Corp.,957137048.6,2012,n/a,n/a,31/10/17
AMTD,TD Ameritrade Holding Corporation,28546843276,1997,Finance,Investment Bankers/Brokers/Service,31/10/17
PETZ,"TDH Holdings, Inc.",144832500,2017,Consumer Non-Durables,Packaged Foods,31/10/17
TEAR,TearLab Corporation,7637462.49,n/a,Health Care,Medical/Dental Instruments,31/10/17
TECD,Tech Data Corporation,3488738213,1986,Technology,Retail: Computer Software & Peripheral Equipment,31/10/17
TCCO,Technical Communications Corporation,7451685.838,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
TTGT,"TechTarget, Inc.",338956703.4,2007,Miscellaneous,Business Services,31/10/17
TGLS,Tecnoglass Inc.,244927933,2012,Consumer Durables,Electronic Components,31/10/17
TGEN,Tecogen Inc.,70932018.43,2014,Capital Goods,Industrial Machinery/Components,31/10/17
TNAV,"Telenav, Inc.",276874312.5,2010,Capital Goods,Industrial Machinery/Components,31/10/17
TTEC,"TeleTech Holdings, Inc.",1939134789,1996,Technology,Professional Services,31/10/17
TLGT,"Teligent, Inc.",316614251.6,n/a,Health Care,Major Pharmaceuticals,31/10/17
TELL,Tellurian Inc.,2176069369,n/a,Energy,Oil & Gas Production,31/10/17
TENX,"Tenax Therapeutics, Inc.",12988811.16,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,31/10/17
GLBL,"TerraForm Global, Inc.",848645273.7,2015,Public Utilities,Electric Utilities: Central,31/10/17
TERP,"TerraForm Power, Inc.",1992136326,2014,Public Utilities,Electric Utilities: Central,31/10/17
TBNK,Territorial Bancorp Inc.,322536670.8,2009,Finance,Savings Institutions,31/10/17
TSRO,"TESARO, Inc.",6264404214,2012,Health Care,Major Pharmaceuticals,31/10/17
TESO,Tesco Corporation,175331085,n/a,Energy,Metal Fabrications,31/10/17
TSLA,"Tesla, Inc. ",53549039070,2010,Capital Goods,Auto Manufacturing,31/10/17
TESS,TESSCO Technologies Incorporated,133515855,1994,Consumer Non-Durables,Electronic Components,31/10/17
TTEK,"Tetra Tech, Inc.",2827573400,1991,Consumer Services,Military/Government/Technical,31/10/17
TTPH,"Tetraphase Pharmaceuticals, Inc.",297641601.8,2013,Health Care,Major Pharmaceuticals,31/10/17
TCBI,"Texas Capital Bancshares, Inc.",4359691978,2003,Finance,Major Banks,31/10/17
TCBIL,"Texas Capital Bancshares, Inc.",0,n/a,Finance,Major Banks,31/10/17
TCBIP,"Texas Capital Bancshares, Inc.",154074000,n/a,Finance,Major Banks,31/10/17
TCBIW,"Texas Capital Bancshares, Inc.",0,n/a,Finance,Major Banks,31/10/17
TXN,Texas Instruments Incorporated,96169787513,n/a,Technology,Semiconductors,31/10/17
TXRH,"Texas Roadhouse, Inc.",3634687586,2004,Consumer Services,Restaurants,31/10/17
TFSL,TFS Financial Corporation,4486247248,n/a,Finance,Savings Institutions,31/10/17
TGTX,"TG Therapeutics, Inc.",561012528,n/a,Health Care,Major Pharmaceuticals,31/10/17
ABCO,The Advisory Board Company,2196907513,2001,Consumer Services,Other Consumer Services,31/10/17
ANDE,"The Andersons, Inc.",1047960000,n/a,Consumer Services,Farming/Seeds/Milling,31/10/17
TBBK,"The Bancorp, Inc.",482610052.8,n/a,Finance,Major Banks,31/10/17
BPRN,The Bank of Princeton,0,n/a,n/a,n/a,31/10/17
BONT,"The Bon-Ton Stores, Inc.",20876155.7,1991,Consumer Services,Department/Specialty Retail Stores,31/10/17
CG,The Carlyle Group L.P.,7376507466,2012,Finance,Investment Managers,31/10/17
TCGP,The Carlyle Group L.P.,0,n/a,Finance,Investment Managers,31/10/17
CAKE,The Cheesecake Factory Incorporated,2110634415,1992,Consumer Services,Restaurants,31/10/17
CHEF,"The Chefs&#39; Warehouse, Inc.",527212020,2011,Consumer Non-Durables,Food Distributors,31/10/17
TCFC,The Community Financial Corporation,167653830.1,n/a,Finance,Major Banks,31/10/17
DSGX,The Descartes Systems Group Inc.,2260743887,n/a,Technology,Computer Software: Prepackaged Software,31/10/17
DXYN,"The Dixie Group, Inc.",57247087,n/a,Consumer Durables,Home Furnishings,31/10/17
ENSG,"The Ensign Group, Inc.",1210666159,2007,Health Care,Hospital/Nursing Management,31/10/17
XONE,The ExOne Company,167425445.2,2013,Capital Goods,Industrial Machinery/Components,31/10/17
FINL,"The Finish Line, Inc.",403949026.7,1992,Consumer Services,Clothing/Shoe/Accessory Stores,31/10/17
FBMS,"The First Bancshares, Inc.",289247661.2,n/a,Finance,Major Banks,31/10/17
FLIC,The First of Long Island Corporation,758295594.5,n/a,Finance,Major Banks,31/10/17
GT,The Goodyear Tire & Rubber Company,8101754901,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
HABT,"The Habit Restaurants, Inc.",316195536.6,2014,Consumer Services,Restaurants,31/10/17
HCKT,"The Hackett Group, Inc.",438239146.6,n/a,Consumer Services,Professional Services,31/10/17
HAIN,"The Hain Celestial Group, Inc.",3853999902,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",44285017.98,n/a,n/a,n/a,31/10/17
INTG,The Intergroup Corporation,57406421.58,n/a,Consumer Services,Building operators,31/10/17
JYNT,The Joint Corp.,58908073.8,2014,Miscellaneous,Multi-Sector Companies,31/10/17
KEYW,The KEYW Holding Corporation,368949398.2,2010,Technology,EDP Services,31/10/17
KHC,The Kraft Heinz Company,94170811731,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
OLD,The Long-Term Care ETF,2452524.525,n/a,n/a,n/a,31/10/17
MSG,The Madison Square Garden Company,5277338511,2015,Consumer Services,Services-Misc. Amusement & Recreation,31/10/17
MDCO,The Medicines Company,2055695275,2000,Health Care,Major Pharmaceuticals,31/10/17
MEET,"The Meet Group, Inc.",244831521,n/a,Consumer Services,Advertising,31/10/17
MIK,"The Michaels Companies, Inc.",3617917017,2014,Consumer Services,Recreational Products/Toys,31/10/17
MIDD,The Middleby Corporation,6746797392,n/a,Technology,Industrial Machinery/Components,31/10/17
NAVG,"The Navigators Group, Inc.",1731542931,1986,Finance,Property-Casualty Insurers,31/10/17
SLIM,The Obesity ETF,2847028.47,n/a,n/a,n/a,31/10/17
STKS,"The ONE Group Hospitality, Inc.",37823356.5,n/a,Consumer Services,Restaurants,31/10/17
ORG,The Organics ETF,0,n/a,n/a,n/a,31/10/17
PCLN,The Priceline Group Inc. ,92766680207,1999,Miscellaneous,Business Services,31/10/17
PRSC,The Providence Service Corporation,753256328.2,2003,Consumer Services,Transportation Services,31/10/17
RMR,The RMR Group Inc.,1644899579,n/a,Consumer Services,Professional Services,31/10/17
SMPL,The Simply Good Foods Company,801590000,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
SMPLW,The Simply Good Foods Company,0,n/a,Consumer Non-Durables,Packaged Foods,31/10/17
TSG,The Stars Group Inc.,2934271716,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
TTD,"The Trade Desk, Inc.",2608776051,2016,Technology,"Computer Software: Programming, Data Processing",31/10/17
ULTI,"The Ultimate Software Group, Inc.",5898364988,1998,Technology,Computer Software: Prepackaged Software,31/10/17
YORW,The York Water Company,463807024,n/a,Public Utilities,Water Supply,31/10/17
NCTY,The9 Limited,19301576.68,2004,Miscellaneous,Business Services,31/10/17
TXMD,"TherapeuticsMD, Inc.",1038850282,n/a,Health Care,Major Pharmaceuticals,31/10/17
TRPX,Therapix Biosciences Ltd.,11159669.28,2017,Health Care,Major Pharmaceuticals,31/10/17
TBPH,"Theravance Biopharma, Inc.",1582048182,n/a,Health Care,Major Pharmaceuticals,31/10/17
TST,"TheStreet, Inc.",35508988.35,n/a,Consumer Services,Newspapers/Magazines,31/10/17
TCRD,"THL Credit, Inc.",297603092.7,2010,n/a,n/a,31/10/17
TICC,TICC Capital Corp.,335130952.6,2003,n/a,n/a,31/10/17
TICCL,TICC Capital Corp.,0,n/a,n/a,n/a,31/10/17
TIG,TiGenix,29187030.78,2016,Health Care,Major Pharmaceuticals,31/10/17
TTS,"Tile Shop Hldgs, Inc.",460836129.2,n/a,Consumer Services,Home Furnishings,31/10/17
TIL,Till Capital Ltd.,13130433.05,n/a,Finance,Property-Casualty Insurers,31/10/17
TSBK,"Timberland Bancorp, Inc.",233938699.8,n/a,Finance,Banks,31/10/17
TNTR,"Tintri, Inc.",114646195,2017,Technology,EDP Services,31/10/17
TIPT,Tiptree Inc.,263005444.5,n/a,Finance,Property-Casualty Insurers,31/10/17
TITN,Titan Machinery Inc.,333327063.1,2007,Consumer Services,Other Specialty Stores,31/10/17
TTNP,"Titan Pharmaceuticals, Inc.",46648236.8,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
TVTY,"Tivity Health, Inc.",1813792671,n/a,Health Care,Hospital/Nursing Management,31/10/17
TIVO,TiVo Corporation,2292246400,n/a,Miscellaneous,Multi-Sector Companies,31/10/17
TMUS,"T-Mobile US, Inc.",52372139969,n/a,Public Utilities,Telecommunications Equipment,31/10/17
TMUSP,"T-Mobile US, Inc.",0,n/a,Public Utilities,Telecommunications Equipment,31/10/17
TOCA,Tocagen Inc.,204829702.7,2017,Health Care,Major Pharmaceuticals,31/10/17
TNXP,Tonix Pharmaceuticals Holding Corp.,29492813,n/a,Health Care,Major Pharmaceuticals,31/10/17
TISA,"Top Image Systems, Ltd.",22953254.4,1996,Technology,Computer peripheral equipment,31/10/17
TOPS,TOP Ships Inc.,155.48,n/a,Transportation,Marine Transportation,31/10/17
TORM          ,TOR Minerals International Inc,21781473.45,1988,Basic Industries,Major Chemicals,31/10/17
TRCH,"Torchlight Energy Resources, Inc.",87307305.75,n/a,Energy,Oil & Gas Production,31/10/17
TSEM,Tower Semiconductor Ltd.,3203209082,1994,Technology,Semiconductors,31/10/17
CLUB,"Town Sports International Holdings, Inc.",154783747.4,2006,Consumer Services,Hotels/Resorts,31/10/17
TOWN,Towne Bank,2180976663,n/a,n/a,n/a,31/10/17
TPIC,"TPI Composites, Inc.",799711676.8,2016,Energy,Industrial Machinery/Components,31/10/17
TCON,"TRACON Pharmaceuticals, Inc.",44138180.05,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
TSCO,Tractor Supply Company,7381306222,1994,Consumer Services,RETAIL: Building Materials,31/10/17
TWMC,Trans World Entertainment Corp.,59593140.75,n/a,Consumer Services,Consumer Electronics/Video Chains,31/10/17
TACT,TransAct Technologies Incorporated,70693699.2,1996,Technology,Computer peripheral equipment,31/10/17
TRNS,"Transcat, Inc.",90902808,n/a,Capital Goods,Electrical Products,31/10/17
TGA,Transglobe Energy Corp,115528590.4,n/a,Energy,Oil & Gas Production,31/10/17
TA,TravelCenters of America LLC,189869097.6,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
TANNI,TravelCenters of America LLC,0,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
TANNL,TravelCenters of America LLC,0,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
TANNZ,TravelCenters of America LLC,0,n/a,Consumer Durables,Automotive Aftermarket,31/10/17
TZOO,Travelzoo,92797600,n/a,Technology,EDP Services,31/10/17
TRMT,Tremont Mortgage Trust,49477596,2017,n/a,n/a,31/10/17
TRVN,"Trevena, Inc.",91931940.1,2014,Health Care,Major Pharmaceuticals,31/10/17
TCBK,TriCo Bancshares,983943961.5,n/a,Finance,Major Banks,31/10/17
TRIL,Trillium Therapeutics Inc.,79342206.3,n/a,Health Care,Major Pharmaceuticals,31/10/17
TRS,TriMas Corporation,1243615552,2007,Capital Goods,Industrial Specialties,31/10/17
TRMB,Trimble Inc.,10857619841,1990,Capital Goods,Industrial Machinery/Components,31/10/17
TRIB,Trinity Biotech plc,110670464.5,1992,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,31/10/17
TRIP,"TripAdvisor, Inc.",5140785794,n/a,Technology,"Computer Software: Programming, Data Processing",31/10/17
TSC,"TriState Capital Holdings, Inc.",660211307.7,2013,Finance,Major Banks,31/10/17
TBK,"Triumph Bancorp, Inc.",672515070,2014,Finance,Major Banks,31/10/17
TRVG,trivago N.V.,228970236.6,2016,Technology,EDP Services,31/10/17
TRNC,"tronc, Inc.",484188831.4,n/a,Consumer Services,Newspapers/Magazines,31/10/17
TROV,"TrovaGene, Inc.",27531039.48,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),31/10/17
TRUE,"TrueCar, Inc.",1548866237,2014,Technology,"Computer Software: Programming, Data Processing",31/10/17
THST,"Truett-Hurst, Inc.",8809324.04,2013,Consumer Non-Durables,Beverages (Production/Distribution),31/10/17
TRUP,"Trupanion, Inc.",837475560.6,n/a,Health Care,Medical Specialities,31/10/17
TRST,TrustCo Bank Corp NY,888999000,n/a,Finance,Major Banks,31/10/17
TRMK,Trustmark Corporation,2281555107,n/a,Finance,Major Banks,31/10/17
TSRI,"TSR, Inc.",9614103.8,n/a,Technology,EDP Services,31/10/17
TTMI,"TTM Technologies, Inc.",1597467967,2000,Technology,Electrical Products,31/10/17
TCX,Tucows Inc.,607073363.4,n/a,Technology,EDP Services,31/10/17
TUES,Tuesday Morning Corp.,144409280.4,1999,Consumer Services,Department/Specialty Retail Stores,31/10/17
TOUR,Tuniu Corporation,224653925.8,2014,Consumer Services,Transportation Services,31/10/17
HEAR,Turtle Beach Corporation,34891213.24,n/a,Consumer Durables,Telecommunications Equipment,31/10/17
FOX,"Twenty-First Century Fox, Inc.",47664741337,n/a,Consumer Services,Television Services,31/10/17
FOXA,"Twenty-First Century Fox, Inc.",32245024317,n/a,Consumer Services,Television Services,31/10/17
TWIN,"Twin Disc, Incorporated",262001920.7,n/a,Technology,Industrial Machinery/Components,31/10/17
TRCB,Two River Bancorp,173993260.1,n/a,Finance,Major Banks,31/10/17
TYME,"Tyme Technologies, Inc.",361750321.4,n/a,Health Care,Major Pharmaceuticals,31/10/17
USCR,"U S Concrete, Inc.",1261200540,n/a,Capital Goods,Building Materials,31/10/17
PRTS,"U.S. Auto Parts Network, Inc.",86536298.4,2007,Consumer Services,Other Specialty Stores,31/10/17
USEG,U.S. Energy Corp.,7361407.2,n/a,Energy,Oil & Gas Production,31/10/17
GROW,"U.S. Global Investors, Inc.",37197646.85,n/a,Finance,Investment Managers,31/10/17
USAU,U.S. Gold Corp.,15940432.01,n/a,n/a,n/a,31/10/17
UBNT,"Ubiquiti Networks, Inc.",5291257562,2011,Technology,Radio And Television Broadcasting And Communications Equipment,31/10/17
